timestamp,Temperature,Sunshine_Duration,Shortwave_Radiation,Direct_Shortwave_Radiation,Diffuse_Shortwave_Radiation,Precipitation,Snowfall,Relative_Humidity,Cloud_Cover,Wind_Speed,Wind_Direction
2018-01-10 09:00:00,6.15137,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,4.198285,30.963745
2018-01-10 10:00:00,6.32137,0.0,16.91,4.183633,12.726367,0.1,0.0,94.0,100.0,5.904439,37.568573
2018-01-10 11:00:00,6.7213697,0.0,42.72,2.1623611,40.55764,0.1,0.0,92.0,100.0,4.829907,26.565033
2018-01-10 12:00:00,7.14137,0.0,86.33,16.290176,70.039825,0.0,0.0,90.0,100.0,2.9024127,29.744873
2018-01-10 13:00:00,7.69137,0.0,151.3,70.85071,80.449295,0.0,0.0,88.0,100.0,3.8773184,68.19859
2018-01-10 14:00:00,6.63137,0.0,202.03,153.56235,48.46766,0.0,0.0,85.0,100.0,4.1046314,105.25512
2018-01-10 15:00:00,6.86137,0.0,187.79,163.11812,24.671873,0.0,0.0,84.0,100.0,3.319036,130.60129
2018-01-10 16:00:00,6.9713697,0.0,145.95999,90.35611,55.60388,0.0,0.0,83.0,100.0,4.6800003,157.38013
2018-01-10 17:00:00,6.7413697,0.0,75.65,40.581112,35.06889,0.0,0.0,84.0,100.0,5.2416787,195.9454
2018-01-10 18:00:00,6.43137,0.0,6.23,3.703668,2.526332,0.0,0.0,86.0,100.0,5.1165614,219.28941
2018-01-10 19:00:00,6.23137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,4.8433046,228.01279
2018-01-10 20:00:00,6.04137,0.0,0.0,0.0,0.0,0.0,0.0,88.0,100.0,4.6102495,231.3402
2018-01-10 21:00:00,5.7413697,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,4.3498964,245.55606
2018-01-10 22:00:00,5.44137,0.0,0.0,0.0,0.0,0.0,0.0,93.0,100.0,3.7585104,253.30075
2018-01-10 23:00:00,5.10137,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,3.9763298,264.80557
2018-01-11 00:00:00,4.64137,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,3.2399998,270.0
2018-01-11 01:00:00,4.2213697,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,3.96,270.0
2018-01-11 02:00:00,3.6413698,0.0,0.0,0.0,0.0,0.0,0.0,94.0,19.0,3.6,270.0
2018-01-11 03:00:00,3.26137,0.0,0.0,0.0,0.0,0.0,0.0,94.0,33.0,3.4152596,251.56506
2018-01-11 04:00:00,2.79137,0.0,0.0,0.0,0.0,0.0,0.0,95.0,9.0,1.9386592,248.1986
2018-01-11 05:00:00,2.55137,0.0,0.0,0.0,0.0,0.0,0.0,96.0,24.0,0.35999998,270.0
2018-01-11 06:00:00,2.1213698,0.0,0.0,0.0,0.0,0.0,0.0,98.0,25.0,0.35999998,360.0
2018-01-11 07:00:00,1.8213699,0.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,0.35999998,89.99999
2018-01-11 08:00:00,1.5713699,0.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,0.71999997,360.0
2018-01-11 09:00:00,1.3513699,0.0,1.78,0.9033774,0.87662256,0.0,0.0,96.0,100.0,2.6208394,344.0546
2018-01-11 10:00:00,1.6813699,0.0,80.1,42.618553,37.481445,0.0,0.0,95.0,100.0,1.609969,333.43497
2018-01-11 11:00:00,2.9113698,43.404255,209.15,115.832664,93.31733,0.0,0.0,90.0,26.0,0.5091169,225.0
2018-01-11 12:00:00,5.04137,30.638298,304.38,173.34734,131.03267,0.0,0.0,83.0,46.0,1.835647,168.69006
2018-01-11 13:00:00,6.56137,24.893618,265.22,163.18976,102.03025,0.0,0.0,75.0,55.0,3.396233,147.99461
2018-01-11 14:00:00,5.31137,0.0,291.91998,169.04881,122.87117,0.0,0.0,81.0,100.0,2.9024127,187.12502
2018-01-11 15:00:00,5.77137,0.0,291.03,166.4408,124.58921,0.0,0.0,78.0,100.0,2.52,180.0
2018-01-11 16:00:00,6.0113697,0.0,217.16,121.095695,96.06431,0.0,0.0,78.0,100.0,1.484318,165.96376
2018-01-11 17:00:00,5.77137,0.0,97.01,52.09743,44.91257,0.0,0.0,80.0,100.0,1.484318,104.03624
2018-01-11 18:00:00,5.61137,0.0,9.79,5.086255,4.703745,0.0,0.0,82.0,100.0,2.5455842,81.869896
2018-01-11 19:00:00,5.62137,0.0,0.0,0.0,0.0,0.0,0.0,82.0,100.0,2.9024127,60.25511
2018-01-11 20:00:00,5.12137,0.0,0.0,0.0,0.0,0.0,0.0,84.0,38.0,1.8,36.86989
2018-01-11 21:00:00,4.77137,0.0,0.0,0.0,0.0,0.0,0.0,84.0,31.0,2.7416782,23.198593
2018-01-11 22:00:00,4.04137,0.0,0.0,0.0,0.0,0.0,0.0,85.0,30.0,3.8268526,41.18593
2018-01-11 23:00:00,3.17137,0.0,0.0,0.0,0.0,0.0,0.0,88.0,32.0,3.8939953,56.30993
2018-01-12 00:00:00,2.54137,0.0,0.0,0.0,0.0,0.0,0.0,90.0,31.0,3.671294,78.69006
2018-01-12 01:00:00,2.3513699,0.0,0.0,0.0,0.0,0.0,0.0,89.0,24.0,2.16,89.99999
2018-01-12 02:00:00,2.20137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,25.0,2.4149535,116.56505
2018-01-12 03:00:00,1.9313699,0.0,0.0,0.0,0.0,0.0,0.0,85.0,29.0,1.0182338,135.0
2018-01-12 04:00:00,1.7913699,0.0,0.0,0.0,0.0,0.0,0.0,82.0,32.0,0.8049845,333.43497
2018-01-12 05:00:00,1.6913699,0.0,0.0,0.0,0.0,0.0,0.0,81.0,30.0,2.968636,345.96375
2018-01-12 06:00:00,1.5913699,0.0,0.0,0.0,0.0,0.0,0.0,82.0,31.0,4.32,360.0
2018-01-12 07:00:00,1.5413699,0.0,0.0,0.0,0.0,0.0,0.0,83.0,39.0,4.6938252,4.398697
2018-01-12 08:00:00,1.5413699,0.0,0.0,0.0,0.0,0.0,0.0,84.0,100.0,3.6,360.0
2018-01-12 09:00:00,1.49137,0.0,1.78,0.8175244,0.9624756,0.0,0.0,87.0,100.0,3.9763298,354.8056
2018-01-12 10:00:00,2.5813699,0.0,78.32,41.694527,36.625473,0.0,0.0,83.0,100.0,8.28,360.0
2018-01-12 11:00:00,5.02137,0.0,184.23,102.09651,82.133484,0.0,0.0,67.0,100.0,13.084402,7.9071655
2018-01-12 12:00:00,6.7613697,0.0,276.79,157.7492,119.0408,0.0,0.0,56.0,94.0,14.145756,14.743561
2018-01-12 13:00:00,7.52137,8.93617,331.97,192.05182,139.91818,0.0,0.0,54.0,80.0,15.111424,12.380737
2018-01-12 14:00:00,8.10137,30.638298,359.56,208.32468,151.23532,0.0,0.0,53.0,46.0,10.296251,36.469223
2018-01-12 15:00:00,8.321369,25.531916,322.18,184.43634,137.74365,0.0,0.0,52.0,54.0,9.387651,32.47119
2018-01-12 16:00:00,8.321369,0.0,228.73,127.681915,101.04808,0.0,0.0,52.0,100.0,11.298495,22.479431
2018-01-12 17:00:00,7.50137,0.0,105.02,56.461964,48.558033,0.0,0.0,55.0,100.0,13.32,18.924637
2018-01-12 18:00:00,6.58137,0.0,11.57,6.014564,5.5554357,0.0,0.0,59.0,100.0,12.904882,22.988708
2018-01-12 19:00:00,5.91137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,100.0,12.57426,23.629364
2018-01-12 20:00:00,5.64137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,100.0,11.435313,28.178574
2018-01-12 21:00:00,5.39137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,9.693296,31.32869
2018-01-12 22:00:00,5.15137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,7.42159,39.09384
2018-01-12 23:00:00,4.89137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,7.145796,40.914368
2018-01-13 00:00:00,4.5313697,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,5.6002855,44.999985
2018-01-13 01:00:00,4.2613697,0.0,0.0,0.0,0.0,0.0,0.0,77.0,100.0,2.9024127,82.874985
2018-01-13 02:00:00,3.9113698,0.0,0.0,0.0,0.0,0.0,0.0,82.0,100.0,2.8116899,140.19443
2018-01-13 03:00:00,3.51137,0.0,0.0,0.0,0.0,0.1,0.0,88.0,100.0,3.6179552,185.71059
2018-01-13 04:00:00,3.22137,0.0,0.0,0.0,0.0,0.1,0.0,89.0,100.0,3.7064266,209.05461
2018-01-13 05:00:00,2.98137,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,3.8939953,213.69006
2018-01-13 06:00:00,2.8613698,0.0,0.0,0.0,0.0,0.0,0.0,91.0,100.0,2.968636,194.03624
2018-01-13 07:00:00,2.69137,0.0,0.0,0.0,0.0,0.1,0.07,92.0,100.0,3.0547013,135.0
2018-01-13 08:00:00,2.48137,0.0,0.0,0.0,0.0,0.1,0.07,93.0,100.0,3.219938,116.56505
2018-01-13 09:00:00,2.3313699,0.0,0.89,0.034905434,0.85509455,0.1,0.07,92.0,100.0,4.0249224,116.56505
2018-01-13 10:00:00,2.3913698,0.0,50.73,27.021576,23.708424,0.1,0.07,90.0,100.0,5.634891,116.56505
2018-01-13 11:00:00,2.67137,0.0,121.93,79.84006,42.089943,0.2,0.14,87.0,100.0,7.42159,104.03624
2018-01-13 12:00:00,3.19137,0.0,195.8,129.87387,65.92614,0.1,0.07,82.0,100.0,11.212135,84.47246
2018-01-13 13:00:00,3.42137,0.0,259.88,164.64322,95.23678,0.0,0.0,77.0,100.0,16.394829,70.76932
2018-01-13 14:00:00,3.95137,0.0,242.08,162.51233,79.56768,0.0,0.0,78.0,100.0,13.441071,97.696045
2018-01-13 15:00:00,4.02137,0.0,219.83,141.66565,78.164345,0.0,0.0,76.0,100.0,14.205182,98.74616
2018-01-13 16:00:00,3.95137,0.0,173.55,98.588356,74.96165,0.0,0.0,76.0,100.0,14.799459,94.18491
2018-01-13 17:00:00,3.57137,0.0,87.22,46.94439,40.27561,0.0,0.0,77.0,100.0,15.4800005,89.99999
2018-01-13 18:00:00,3.00137,0.0,9.79,5.092241,4.697759,0.0,0.0,80.0,100.0,15.188415,84.55967
2018-01-13 19:00:00,2.77137,0.0,0.0,0.0,0.0,0.0,0.0,85.0,100.0,15.119999,89.99999
2018-01-13 20:00:00,2.18137,0.0,0.0,0.0,0.0,0.0,0.0,86.0,100.0,16.23596,86.18592
2018-01-13 21:00:00,1.74137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,14.154915,82.694244
2018-01-13 22:00:00,1.50137,0.0,0.0,0.0,0.0,0.0,0.0,86.0,100.0,13.910169,79.56252
2018-01-13 23:00:00,1.37137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,12.6462,85.10091
2018-01-14 00:00:00,1.2013699,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,12.959999,89.99999
2018-01-14 01:00:00,0.94136983,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,13.679999,89.99999
2018-01-14 02:00:00,0.92136985,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,14.081478,85.60129
2018-01-14 03:00:00,0.8813698,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,14.417988,87.137596
2018-01-14 04:00:00,0.69136983,0.0,0.0,0.0,0.0,0.2,0.14,93.0,100.0,18.289274,100.20397
2018-01-14 05:00:00,0.61136985,0.0,0.0,0.0,0.0,0.3,0.21000001,91.0,100.0,24.696104,120.67728
2018-01-14 06:00:00,0.21136986,0.0,0.0,0.0,0.0,0.2,0.14,91.0,100.0,22.226902,114.90476
2018-01-14 07:00:00,-0.058630142,0.0,0.0,0.0,0.0,0.3,0.21000001,91.0,100.0,20.833395,108.12186
2018-01-14 08:00:00,-0.24863014,0.0,0.0,0.0,0.0,0.3,0.21000001,91.0,100.0,19.137648,106.38954
2018-01-14 09:00:00,-0.37863013,0.0,0.89,0.032320082,0.8576799,0.3,0.21000001,91.0,100.0,18.214718,108.434944
2018-01-14 10:00:00,-0.22863016,0.0,40.94,25.117796,15.822203,0.3,0.21000001,88.0,100.0,19.809813,109.09349
2018-01-14 11:00:00,0.22136986,0.0,105.909996,79.58682,26.323177,0.2,0.14,83.0,100.0,20.150354,108.758644
2018-01-14 12:00:00,0.5813699,0.0,185.12,160.91537,24.204618,0.1,0.07,80.0,100.0,19.386593,111.80141
2018-01-14 13:00:00,0.94136983,0.0,237.62999,160.30603,77.32396,0.0,0.0,77.0,100.0,17.076298,108.434944
2018-01-14 14:00:00,-0.32863015,0.0,174.44,95.64915,78.790855,0.2,0.14,80.0,100.0,19.8,89.99999
2018-01-14 15:00:00,-0.058630142,0.0,180.67,136.0648,44.60519,0.1,0.07,80.0,100.0,19.45333,87.8789
2018-01-14 16:00:00,0.37136987,0.0,165.54,99.1217,66.4183,0.1,0.07,78.0,100.0,19.602652,82.61395
2018-01-14 17:00:00,0.7013699,0.0,95.229996,51.312645,43.91735,0.0,0.0,73.0,100.0,19.493261,94.23639
2018-01-14 18:00:00,0.7713699,0.0,9.79,5.095238,4.6947618,0.0,0.0,70.0,100.0,20.008356,98.27589
2018-01-14 19:00:00,0.39136985,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,21.434364,97.721825
2018-01-14 20:00:00,-0.22863016,0.0,0.0,0.0,0.0,0.0,0.0,83.0,100.0,19.562946,102.75753
2018-01-14 21:00:00,-0.35863015,0.0,0.0,0.0,0.0,0.1,0.07,89.0,100.0,16.1198,113.702644
2018-01-14 22:00:00,-0.35863015,0.0,0.0,0.0,0.0,0.1,0.07,88.0,100.0,15.484185,125.537674
2018-01-14 23:00:00,-0.87863016,0.0,0.0,0.0,0.0,0.0,0.0,86.0,100.0,14.773164,136.97493
2018-01-15 00:00:00,-1.2986301,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,10.703569,137.72632
2018-01-15 01:00:00,-1.4286301,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,7.386582,136.97493
2018-01-15 02:00:00,-1.6586301,0.0,0.0,0.0,0.0,0.0,0.0,88.0,100.0,6.4096174,128.15723
2018-01-15 03:00:00,-1.6486301,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,5.4833565,113.19859
2018-01-15 04:00:00,-1.61863,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,5.04,89.99999
2018-01-15 05:00:00,-1.7886301,0.0,0.0,0.0,0.0,0.1,0.07,90.0,100.0,6.519877,83.65981
2018-01-15 06:00:00,-1.9286301,0.0,0.0,0.0,0.0,0.0,0.0,88.0,100.0,8.647496,87.61405
2018-01-15 07:00:00,-2.03863,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,9.0,89.99999
2018-01-15 08:00:00,-2.19863,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,7.5685663,92.72631
2018-01-15 09:00:00,-2.1086302,0.0,2.67,1.8949534,0.7750467,0.0,0.0,88.0,100.0,6.725354,105.5241
2018-01-15 10:00:00,-0.8686302,0.0,90.78,48.407513,42.372486,0.0,0.0,78.0,100.0,5.3517847,132.27368
2018-01-15 11:00:00,-0.50863016,0.0,189.56999,105.25605,84.31394,0.0,0.0,77.0,100.0,6.130579,176.63354
2018-01-15 12:00:00,-0.49863017,0.0,276.79,158.09157,118.69844,0.0,0.0,74.0,100.0,8.311245,197.65013
2018-01-15 13:00:00,0.06136986,0.0,292.81,172.38516,120.424835,0.0,0.0,68.0,100.0,8.557102,194.62088
2018-01-15 14:00:00,1.3913699,50.425533,339.09,196.99344,142.09656,0.0,0.0,59.0,15.0,7.2359104,185.71059
2018-01-15 15:00:00,1.2813699,26.80851,336.41998,193.15443,143.26555,0.0,0.0,59.0,52.0,7.208994,182.86241
2018-01-15 16:00:00,0.46136984,50.425533,253.65,142.0409,111.60909,0.0,0.0,62.0,15.0,8.64,180.0
2018-01-15 17:00:00,-0.03863014,44.68085,134.39,72.494736,61.89526,0.0,0.0,65.0,24.0,9.422101,173.41806
2018-01-15 18:00:00,-0.5486301,10.404612,16.91,8.806134,8.103866,0.0,0.0,69.0,68.0,10.308831,167.90524
2018-01-15 19:00:00,-1.2286301,0.0,0.0,0.0,0.0,0.0,0.0,76.0,83.0,10.685391,147.38075
2018-01-15 20:00:00,-1.5786301,0.0,0.0,0.0,0.0,0.0,0.0,80.0,90.0,10.009036,142.30576
2018-01-15 21:00:00,-1.5986301,0.0,0.0,0.0,0.0,0.0,0.0,80.0,85.0,10.630672,151.69923
2018-01-15 22:00:00,-2.1686301,0.0,0.0,0.0,0.0,0.0,0.0,82.0,69.0,10.195057,132.13759
2018-01-15 23:00:00,-2.50863,0.0,0.0,0.0,0.0,0.0,0.0,86.0,32.0,8.654986,106.92751
2018-01-16 00:00:00,-2.49863,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,8.4042845,80.134186
2018-01-16 01:00:00,-2.3786302,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,9.028754,66.501434
2018-01-16 02:00:00,-2.1386302,0.0,0.0,0.0,0.0,0.0,0.0,84.0,100.0,8.78872,55.007973
2018-01-16 03:00:00,-1.99863,0.0,0.0,0.0,0.0,0.0,0.0,83.0,100.0,5.815978,68.19859
2018-01-16 04:00:00,-1.51863,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,1.609969,116.56505
2018-01-16 05:00:00,-1.3586301,0.0,0.0,0.0,0.0,0.0,0.0,77.0,100.0,4.6800003,202.61987
2018-01-16 06:00:00,-0.6686301,0.0,0.0,0.0,0.0,0.0,0.0,77.0,100.0,3.319036,257.4712
2018-01-16 07:00:00,-0.82863015,0.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,2.5455842,261.8699
2018-01-16 08:00:00,-0.33863014,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,3.7064266,240.9454
2018-01-16 09:00:00,0.06136986,6.3063836,3.56,2.1909595,1.3690405,0.0,0.0,75.0,68.0,10.464798,273.9452
2018-01-16 10:00:00,1.88137,36.38298,102.35,54.615974,47.734024,0.0,0.0,71.0,37.0,26.319422,273.13635
2018-01-16 11:00:00,3.42137,60.0,224.28,124.62762,99.65238,0.0,0.0,69.0,0.0,30.274265,272.72632
2018-01-16 12:00:00,4.65137,60.0,314.16998,179.60017,134.56981,0.0,0.0,66.0,0.0,28.835976,267.1376
2018-01-16 13:00:00,5.82137,60.0,367.57,213.37143,154.19858,0.0,0.0,62.0,0.0,26.983194,256.8908
2018-01-16 14:00:00,4.94137,60.0,372.02,216.35078,155.6692,0.0,0.0,62.0,0.0,14.48972,243.43495
2018-01-16 15:00:00,6.56137,60.0,332.86,191.32402,141.53596,0.0,0.0,58.0,0.0,16.595179,245.6589
2018-01-16 16:00:00,6.9913697,60.0,250.09,140.21234,109.87765,0.0,0.0,59.0,0.0,14.81259,244.05771
2018-01-16 17:00:00,6.2213697,60.0,133.5,72.10314,61.39686,0.0,0.0,61.0,0.0,14.154915,262.69424
2018-01-16 18:00:00,4.56137,39.0,16.91,8.811834,8.0981655,0.0,0.0,61.0,0.0,16.923828,268.78113
2018-01-16 19:00:00,3.5813699,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,17.114204,284.62088
2018-01-16 20:00:00,3.05137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,17.114204,284.62088
2018-01-16 21:00:00,2.8613698,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,13.849476,278.97263
2018-01-16 22:00:00,2.45137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,9.793058,287.10272
2018-01-16 23:00:00,1.3913699,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,8.373386,295.46335
2018-01-17 00:00:00,1.26137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,7.289445,302.90524
2018-01-17 01:00:00,0.98136985,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,9.422101,276.58194
2018-01-17 02:00:00,1.2813699,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,6.8399997,270.0
2018-01-17 03:00:00,1.25137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,7.92,270.0
2018-01-17 04:00:00,2.00137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,100.0,11.367109,280.95407
2018-01-17 05:00:00,1.73137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,5.1544156,347.90524
2018-01-17 06:00:00,1.8213699,0.0,0.0,0.0,0.0,0.0,0.0,71.0,100.0,7.8625183,254.0546
2018-01-17 07:00:00,1.1413699,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,8.707238,262.875
2018-01-17 08:00:00,1.12137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,10.823973,266.1859
2018-01-17 09:00:00,1.3213699,14.280319,3.56,3.2371476,0.32285237,0.0,0.0,67.0,37.0,9.107359,288.43497
2018-01-17 10:00:00,2.8913698,60.0,105.02,56.082405,48.93759,0.0,0.0,65.0,0.0,19.64558,283.78162
2018-01-17 11:00:00,4.98137,60.0,226.06,125.71961,100.340385,0.0,0.0,53.0,0.0,38.440853,303.54126
2018-01-17 12:00:00,5.13137,60.0,321.29,183.8351,137.45491,0.0,0.0,52.0,0.0,34.488674,306.51108
2018-01-17 13:00:00,6.02137,60.0,371.13,215.64758,155.48242,0.0,0.0,51.0,0.0,31.487139,300.96378
2018-01-17 14:00:00,5.05137,0.0,258.99,171.9563,87.03368,0.0,0.0,52.0,100.0,45.94057,307.6781
2018-01-17 15:00:00,4.4913697,0.0,250.09,153.52983,96.560165,0.0,0.0,51.0,100.0,54.735394,314.20056
2018-01-17 16:00:00,3.70137,0.0,208.26,116.89775,91.36224,0.0,0.0,50.0,100.0,58.55065,315.49823
2018-01-17 17:00:00,2.52137,60.0,146.84999,79.41078,67.43921,0.0,0.0,51.0,0.0,54.250217,313.11774
2018-01-17 18:00:00,1.74137,40.383335,20.47,10.673863,9.796136,0.0,0.0,56.0,0.0,50.662888,314.13632
2018-01-17 19:00:00,1.3213699,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,50.25708,311.22455
2018-01-17 20:00:00,1.1913699,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,50.99435,308.40714
2018-01-17 21:00:00,0.8813698,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,51.308525,310.73212
2018-01-17 22:00:00,0.7113699,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,34.875435,315.4182
2018-01-17 23:00:00,1.87137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,42.603374,311.23148
2018-01-18 00:00:00,1.8313699,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,50.93459,313.28165
2018-01-18 01:00:00,1.61137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,52.723713,313.06323
2018-01-18 02:00:00,1.3113699,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,50.921867,313.85425
2018-01-18 03:00:00,1.25137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,45.074818,313.3819
2018-01-18 04:00:00,1.3213699,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,39.98594,313.1759
2018-01-18 05:00:00,1.4413699,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,39.79262,311.3322
2018-01-18 06:00:00,1.48137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,37.25261,311.08176
2018-01-18 07:00:00,1.4713699,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,35.16225,312.51044
2018-01-18 08:00:00,1.4713699,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,36.150883,314.19308
2018-01-18 09:00:00,1.4213699,24.283333,3.56,2.9682155,0.5917844,0.0,0.0,58.0,0.0,36.509396,319.3987
2018-01-18 10:00:00,2.05137,60.0,102.35,54.69712,47.652878,0.0,0.0,57.0,0.0,31.093666,317.81555
2018-01-18 11:00:00,3.30137,60.0,227.84,126.81302,101.02698,0.0,0.0,60.0,0.0,19.45333,267.8789
2018-01-18 12:00:00,4.12137,47.234047,326.63,187.05756,139.57245,0.0,0.0,56.0,20.0,16.704155,217.11687
2018-01-18 13:00:00,6.04137,41.48936,378.25,219.9979,158.2521,0.0,0.0,48.0,29.0,18.472595,213.07068
2018-01-18 14:00:00,4.17137,0.0,88.11,4.0891113,84.02089,0.0,0.0,62.0,100.0,11.91812,205.01689
2018-01-18 15:00:00,5.91137,0.0,141.51,62.077545,79.43245,0.0,0.0,51.0,100.0,20.65848,221.46771
2018-01-18 16:00:00,6.23137,58.723404,234.95999,132.03943,102.92056,0.0,0.0,46.0,2.0,27.288855,233.58362
2018-01-18 17:00:00,5.13137,60.0,148.63,80.47185,68.15816,0.0,0.0,52.0,0.0,24.149532,243.43495
2018-01-18 18:00:00,3.69137,41.766666,20.47,10.680778,9.789222,0.0,0.0,58.0,0.0,20.858265,248.7495
2018-01-18 19:00:00,2.93137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,18.204042,245.46228
2018-01-18 20:00:00,2.25137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,19.881649,238.32454
2018-01-18 21:00:00,1.6613699,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,19.486609,244.85522
2018-01-18 22:00:00,1.50137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,17.309973,253.07248
2018-01-18 23:00:00,1.1613699,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,16.923828,268.78113
2018-01-19 00:00:00,1.1613699,0.0,0.0,0.0,0.0,0.0,0.0,67.0,6.0,19.813087,272.08258
2018-01-19 01:00:00,1.37137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,69.0,22.033648,274.6859
2018-01-19 02:00:00,1.37137,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7.0,14.044615,271.4688
2018-01-19 03:00:00,1.5513699,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,11.27553,253.30075
2018-01-19 04:00:00,1.0913699,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,12.245294,271.6847
2018-01-19 05:00:00,0.69136983,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,16.327497,284.03625
2018-01-19 06:00:00,0.93136984,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,16.645864,291.57132
2018-01-19 07:00:00,1.2913699,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,15.815435,281.8215
2018-01-19 08:00:00,3.01137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,27.09822,289.39783
2018-01-19 09:00:00,2.02137,25.016666,4.45,2.660616,1.789384,0.0,0.0,69.0,0.0,23.906818,288.43494
2018-01-19 10:00:00,3.3813698,60.0,102.35,54.737576,47.612423,0.0,0.0,70.0,0.0,27.322077,288.43497
2018-01-19 11:00:00,4.98137,60.0,230.51,128.40356,102.10642,0.0,0.0,62.0,0.0,33.151287,304.38034
2018-01-19 12:00:00,5.57137,60.0,325.74,186.71407,139.02592,0.0,0.0,60.0,0.0,32.090523,316.8183
2018-01-19 13:00:00,6.2613697,60.0,380.91998,221.76509,159.15489,0.0,0.0,52.0,0.0,38.445908,316.13818
2018-01-19 14:00:00,7.35137,52.97872,391.6,228.45135,163.14865,0.0,0.0,50.0,11.0,34.275703,306.02737
2018-01-19 15:00:00,6.55137,52.340427,356.0,205.30806,150.69194,0.0,0.0,48.0,12.0,32.47591,305.98068
2018-01-19 16:00:00,6.07137,60.0,268.78,151.22202,117.55798,0.0,0.0,49.0,0.0,27.169865,302.00537
